ADOPTION_ID,USER_ID,CATEGORY_ID,SUBCATEGORY_ID,NAME,IMAGE_URL,AGE,LOCATION,REASON,HEALTH,LATEST_HEALTH_CHECK,VACCINATION,CARE_NEEDS,DIETARY_NEEDS,BEHAVIOR,NEUTERED_OR_SPAYED,NOTES,STATUS,GENDER,APPENDIX_URL
58,7,1,108,风驰,PetAdoptionImages/zjqsnp2x0vdugh3eskulyj0xaj2ary5zoe17tvgc9lydk679hh3g570yl6oog0n4.jpg,2,重庆市 / 重庆市 / 江北区,风驰是我从小养大的伙伴，他非常聪明、忠诚。由于最近我的工作性质发生了变化，需要频繁出差，无法保证给他提供稳定的生活环境和足够的关注,风驰身体健康，精力旺盛。他的体重适中，体态匀称，毛发光泽亮丽，眼睛清澈明亮,2024-08-28 16:00:00,已完成基础疫苗接种，包括狂犬病疫苗、犬细小病毒疫苗、犬瘟热疫苗、腺病毒疫苗和钩端螺旋体疫苗,比格犬的耳朵长且下垂，容易积累污垢，建议每周至少清洁一次耳朵，以预防耳道感染。风驰非常活泼，需要大量的运动。每天至少需要散步两次，并适当增加一些有趣的户外游戏活动，比如追踪游戏等,风驰偏好高质量的成犬狗粮，特别是那些含有丰富抗氧化成分的食物，有助于提高免疫力和保持活力。他还喜欢吃一些新鲜的蔬菜和水果作为零食，例如胡萝卜条和苹果片,风驰性格温和，对家人尤其亲近，喜欢与人互动，能够迅速融入家庭生活。风驰拥有出色的嗅觉，喜欢追踪气味，适合参与寻味游戏等活动,1,,0,0,
59,18,1,109,雷克斯,PetAdoptionImages/q2em66wen4fzo775x8ef4r1oas8qep8df16g805pbmg5slt6awbs5wt16yuxk39e.jpg,3,浙江省 / 杭州市 / 上城区,雷克斯是一位忠诚、勇敢的伙伴，他一直是我们家庭的重要成员。然而，由于近期家庭中出现了一些不可抗力的情况，我们不得不为雷克斯寻找一个新的、充满爱的家。雷克斯需要大量的空间和精力充沛的主人,雷克斯身体健康，精力旺盛。他的体重适中，体态匀称，毛发光泽亮丽，眼睛清澈明亮,2024-08-07 16:00:00,已完成基础疫苗接种，包括狂犬病疫苗、犬细小病毒疫苗、犬瘟热疫苗、腺病毒疫苗和钩端螺旋体疫苗,雷克斯的皮肤较为敏感，建议使用无香料、低过敏性的洗浴产品，并保持其皮肤干燥,雷克斯偏好高质量的成犬狗粮，特别是那些含有丰富抗氧化成分的食物，有助于提高免疫力和保持活力。他还喜欢吃一些新鲜的蔬菜和水果作为零食，例如南瓜泥和蓝莓,雷克斯对家人非常忠诚，具有强烈的保护欲，会时刻守护家人安全,0,雷克斯非常喜欢在户外活动，需要定时的散步和活动时间。雷克斯还喜欢玩各种球类游戏，这不仅能消耗他的能量，还能满足他的玩耍欲望,0,0,
60,18,1,110,阿斯特拉,PetAdoptionImages/v9w419g73ug1tl9pwjoop1ys26g16sypx3zfbhu7bpzowwckln60i2wv1ol0d2pe.jpg,1,江苏省 / 南京市 / 建邺区,阿斯特拉需要大量的空间和精力充沛的主人，而我们现在的居住条件无法满足她的这些需求。因此，我们希望为阿斯特拉找到一个能够提供足够活动空间和关爱的家庭，让她继续享受快乐的生活,阿斯特拉身体状况良好，活力充沛，无明显疾病迹象,2024-08-14 16:00:00,已完成基础疫苗接种，包括狂犬病疫苗、犬细小病毒疫苗、犬瘟热疫苗、腺病毒疫苗和钩端螺旋体疫苗,为了保持良好的口腔卫生，建议每周至少为阿斯特拉刷牙一次，或者使用宠物专用的牙齿清洁棒来帮助去除牙垢,阿斯特拉对牛奶制品不耐受，因此她的饮食应尽量避免包含奶酪、酸奶等乳制品,阿斯特拉对家人非常忠诚，具有强烈的保护欲，会时刻守护家人安全。她非常聪明，能够快速学习各种指令和技巧，对于训练表现出极高的积极性,0,,0,1,
61,11,1,111,斯诺拉,PetAdoptionImages/tbdvtkn2sn1zb2akv00ajo3ywo8szxop48e2v8vnq3dx6hcn0kj8zkd6psax1m4j.jpg,2,湖北省 / 武汉市 / 汉阳区,斯诺拉是一只活泼可爱、友善亲人的好狗狗，她给我们带来了无尽的欢乐。但是，由于我个人的工作性质发生了改变，我需要长期驻外工作，无法再像以前那样给予斯诺拉足够的陪伴和照顾,斯诺拉身体健康，活泼开朗。她的体重和体态都非常理想，毛发浓密而洁白，眼睛清澈明亮,2024-08-08 16:00:00,已完成基础疫苗接种，包括狂犬病疫苗、犬细小病毒疫苗、犬瘟热疫苗、腺病毒疫苗和钩端螺旋体疫苗,斯诺拉的耳朵容易积聚湿气，需要定期检查和清洁，以避免耳螨和感染,斯诺拉不能食用含有人工色素和防腐剂的食物，因为这可能会导致过敏反应或其他健康问题。此外，她对大豆不耐受，因此她的饮食中不能含有大豆成分,斯诺拉对人非常友好，总是乐于亲近人类。斯诺拉与其他宠物相处融洽，尤其喜欢与狗类朋友一起玩耍,1,,1,1,
62,14,1,112,枫叶,PetAdoptionImages/cif3feb1ammms64yvx8s141np7xli9dko9y7x0t83ckhtqb34xnmlzrrxnwku47r.jpg,1,天津市 / 天津市 / 南开区,由于我家中的小孩最近被诊断出对宠物皮屑有过敏反应，尽管我们尝试了多种方式来减轻症状，但最终还是不得不寻找一个能够给予枫叶更好照顾的新家,枫叶身体健康，活泼好动，毛色鲜亮，眼神灵动。她每年都会进行一次全面的身体检查，以确保她的健康状况良好,2024-08-28 16:00:00,已完成基础疫苗接种，包括狂犬病疫苗、犬细小病毒疫苗、犬瘟热疫苗、腺病毒疫苗和钩端螺旋体疫苗,枫叶的毛发浓密而亮丽，需要每周至少梳理三次，特别是在换季时期，以减少掉毛现象,枫叶对玉米和小麦过敏，所以她的饮食中不能含有这些成分。此外，她也喜欢一些新鲜的蔬菜作为零食，比如胡萝卜和西兰花，以及少量的苹果和蓝莓,她能够很好地适应不同的生活环境，无论是公寓还是有院子的房子都能很好地生活。她非常聪明，能够快速学会各种指令和技巧，对于训练表现出极高的兴趣,1,枫叶是一只非常可爱、聪明、友好的柴犬，她渴望有一个充满爱的新家。如果您愿意给她一个温暖的家，请考虑领养枫叶。她一定会成为您家庭中不可或缺的一员,0,1,
63,13,2,201,琉璃,PetAdoptionImages/k1na5q30ebnkl3t00t51he00vd998ldeh9pz642d4wxhfycvc3e6f32xdh8zj7h4.jpg,3,陕西省 / 西安市 / 新城区,琉璃是一只温顺可爱的波斯猫，我们全家都非常宠爱她。不幸的是，由于我的工作性质发生了变化，我现在需要频繁出差，这意味着我无法再像以前那样花足够的时间陪伴琉璃,琉璃身体健康，毛发柔软，眼睛清澈明亮,2024-08-07 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗和猫卡里西病毒疫苗,波斯猫的眼睛容易积聚分泌物，需要每天清理眼角，以保持眼部卫生,琉璃对大豆和麸质成分过敏，所以她的饮食中不能含有这些成分。此外，她也喜欢一些新鲜的蔬菜作为零食，比如少量的菠菜和南瓜，以及偶尔的鸡胸肉和煮熟的鱼肉,琉璃非常温顺，很少大声叫唤，喜欢静静地待在主人身边。她非常亲近人类，也与其他猫咪相处融洽，适合多猫家庭,0,琉璃喜欢在室内活动，需要定时的玩耍时间来保持活力。她还喜欢与人互动，因此需要一个能够经常陪伴她的人,0,1,
64,2,2,202,碧玺,PetAdoptionImages/7ng02qx9mrj3p8v2fo71vckzwecegqluwtg7tbgj7isa62yg120ahnysmxb8c0a7.jpg,4,江苏省 / 苏州市 / 吴中区,碧玺是一只活泼可爱的暹罗猫，我们全家都非常疼爱她。不幸的是，由于我家中的一个小孩最近被诊断出患有严重的花粉症和动物皮屑过敏，这导致他不得不长期服用药物以控制症状,碧玺的毛发原本亮丽顺滑，但在过去的几个月里，我们注意到她的毛发开始变得干燥、易断，并且出现了轻微的脱毛现象。尽管脱毛程度并不严重，但这足以引起我们的注意,2024-08-20 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗和猫卡里西病毒疫苗,暹罗猫的眼睛较大，需要定期清洁眼角，保持眼部卫生,,碧玺非常活跃，喜欢玩耍，尤其是追逐游戏和攀爬。碧玺对周围的事物充满好奇心，喜欢探索新的环境。她非常喜欢与人互动，喜欢躺在主人的腿上，享受抚摸,0,碧玺对于新环境适应能力很强，但仍建议新主人耐心引导，让她逐渐熟悉新的生活环境,1,1,
65,1,2,203,晨星,PetAdoptionImages/d7sf0wr5cn17nll601071vefrm87oh11axikkghzvo0elg4k07bkkx24m8wspb6z.jpg,3,山东省 / 青岛市 / 市南区,由于家庭即将迁往一个不允许养宠物的新居所，我们不得不寻找一位能够给晨星提供温馨家庭的新主人。我们非常爱晨星，但为了她的福祉，我们希望她能够在新家得到同样的爱与关怀,晨星的整体健康状况非常好，她活泼好动，精力充沛。最近，我们注意到晨星的耳朵偶尔会有些许红肿，经过兽医诊断后确认为轻微的耳螨感染,2024-08-21 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗和猫卡里西病毒疫苗,晨星的耳朵需要定期清洁，以预防耳螨的再次发生。我们将会提供一份详细的护理指南，并分享我们常用的清洁方法，以确保她的耳朵保持健康,为了维持晨星的毛发光泽度和整体健康，我们推荐喂食高质量的无谷物猫粮，特别是富含Omega-3和Omega-6脂肪酸的产品。此外，我们还会定期给她添加鱼油作为补充，以进一步促进皮肤健康,晨星是一只非常友好且好奇心旺盛的猫咪。她喜欢探索周围的环境，尤其享受户外的安全区域活动。晨星也很善于与人互动，对于家中有小孩的家庭来说是个完美的选择,1,晨星非常适合那些喜欢户外探险的家庭，她需要一个安全的环境来满足她的好奇心。我们希望找到一位真正理解缅因猫特性的新主人，能够给予晨星足够的自由和爱护,0,1,
66,7,2,204,晨霜,PetAdoptionImages/y1secvw63npyl3ald5mh6gzm4o80yx21t1q69bvzux4wn4tufww6rjorxqlmnonh.jpg,2,湖南省 / 长沙市 / 天心区,由于我即将前往国外深造，无法携带宠物同行，因此不得不为晨霜寻找一个新的、充满爱的家庭。我希望晨霜能在新家继续得到悉心照料，如同在我们家一样被珍视,晨霜的整体健康状况非常好，她活泼开朗，身体健壮。最近，我们注意到晨霜的爪子偶尔会有些微肿胀，经过兽医诊断后确认为轻微的爪垫炎症,2024-08-23 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗和猫卡里西病毒疫苗,晨霜的爪子需要定期护理，以预防爪垫炎症的再次发生。我们会提供一份详细的护理指南，并分享我们常用的护理方法，以确保她的爪子保持健康状态,,晨霜是一只非常友好且好奇心旺盛的猫咪。她喜欢探索周围的环境，尤其享受室内活动，如玩球类游戏和攀爬,1,晨霜也很善于与人互动，对于家中有小孩的家庭来说是个完美的选择。她特别喜欢在早晨依偎着家人，享受宁静的时光,1,1,
67,19,2,205,星夜,PetAdoptionImages/er0u7zsy7g1sd7q06pwhxr9s0njhwm4m0953dd6jwrgy7keokrbbrijidkg0v5tj.jpg,1,河南省 / 郑州市 / 中原区,由于我即将开始一项长期的海外工作项目，需要频繁往返不同国家，无法稳定地照顾星夜,星夜的整体健康状况良好，她活泼好动，毛色亮丽,2024-08-06 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗和猫白血病病毒疫苗,,为了维持星夜的毛发光泽度和整体健康，我们推荐喂食高质量的低磷猫粮，特别是富含Omega-3和Omega-6脂肪酸的产品。此外，我们还会定期给她添加天然的抗氧化剂，如蓝莓和蔓越莓,星夜是一只非常友善且温顺的猫咪。她喜欢与人亲近，尤其享受与家人一起的时光。星夜对玩具特别感兴趣，尤其是那些可以追逐的玩具，比如小鼠玩具和交互式玩具,0,一星夜非常适合那些寻求安静伴侣的家庭，她需要一个安全的环境来满足她的好奇心。我们希望找到一位真正理解布偶猫特性的新主人，能够给予星夜足够的自由和爱护,1,1,
68,1,2,206,乐宝,PetAdoptionImages/utncobeytc5h9vzu7dunne7n581q7ar081os0e6dqougzdu6v3wnroycgxm2hjqo.jpg,2,广东省 / 东莞市 / 厚街镇,由于我的居住环境发生了变化，搬入了一个不允许养宠物的公寓，为了乐宝的福祉，我希望为他找到一个充满爱的新家,乐宝身体健康，精力充沛，毛发光滑，眼睛明亮。最近的一次体检显示他的体重稍微偏轻，兽医建议我们增加他的营养摄入量,2024-08-07 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗和猫白血病病毒疫苗,,为了帮助乐宝增加体重，我们推荐喂食高质量的高蛋白猫粮，特别是富含动物蛋白质的产品,乐宝是一只非常活泼且好奇心旺盛的猫咪。他喜欢探索新事物，尤其热衷于玩各种互动游戏，如追逐激光笔或玩躲猫猫,1,乐宝非常适合那些寻求充满活力伙伴的家庭，他需要一个充满刺激的环境来满足他的好奇心,0,0,
69,11,2,207,小蓝,PetAdoptionImages/zlhm19sgwgrik9rm45vtuvbxgfc0hpwicw3chv4mw4jyl6v1dfk9h3o13gmr8scy.jpg,3,辽宁省 / 沈阳市 / 大东区,由于我即将出国深造，无法带小蓝同行，为了他的幸福着想，希望能为他找到一个充满爱的新家,小蓝身体健康，精力充沛，毛色亮丽,2024-08-22 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗和猫白血病病毒疫苗,小蓝需要一个安静舒适的环境，减少紧张和压力因素，比如使用费洛蒙喷雾和音乐疗法等，以帮助他适应新环境,为了照顾到小蓝的心脏健康，我们推荐喂食低盐的处方猫粮，并且适量添加富含Omega-3脂肪酸的食物，比如三文鱼油，以支持心血管系统的健康,小蓝是一只性格温和且非常聪明的猫咪。他喜欢安静的环境，也享受与人亲密接触的时光，特别喜欢被抚摸和梳理毛发。小蓝还非常善于与人沟通，能够通过不同的叫声来表达自己的需求,1,,1,0,
70,6,2,208,林林,PetAdoptionImages/xnnfxnz94jh3g2dusgcwht55d09ntcf338s4ghsu1pcni8xk83541qt16jwojtop.jpg,1,浙江省 / 宁波市 / 镇海区,由于我近期的工作安排需要长期出差，无法保证给林林提供稳定的生活环境和日常照料，因此希望能为他找到一个充满爱心的新家,林林身体健康，活力充沛。最近的一次检查显示他的关节有些许敏感,2024-08-10 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗和猫杯状病毒疫苗,林林的长毛需要定期梳理，以防止打结和皮肤问题。每周至少需要进行两到三次彻底的梳毛,,林林是一只性格独立但又非常亲人的好伙伴。他喜欢探索周围的环境，也乐于与家人互动，特别喜欢被人抚摸和玩耍。林林还非常喜欢攀爬，有一个稳固的猫树或者高处的休息平台会让他感到非常开心,1,林林非常适合那些寻求有活力伴侣的家庭，他需要一个充满刺激和活动的空间来维持他的好奇心,0,0,
71,6,2,209,卷卷,PetAdoptionImages/uoh29g96naj3n2tvvli75who5vdlc3ikh6rbr1793prq2yh0ofq0evvu4xeaydmm.jpg,2,辽宁省 / 大连市 / 西岗区,主人即将搬入一处不允许养宠物的新公寓，希望为卷卷找到一个稳定且充满爱心的新家庭,卷卷身体健康，活泼好动。最近的一次健康检查显示他没有任何健康问题，但他对某些食物比较敏感，需要特别注意饮食选择，以避免肠胃不适,2024-08-23 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗和猫杯状病毒疫苗,卷卷的卷曲短毛不需要经常梳理，但为了保持其光泽，建议每周使用柔软的刷子轻轻梳理一次。此外，定期清洁耳朵和剪指甲也是必要的,为了避免肠胃敏感问题，我们建议喂食易消化且低敏的猫粮。可以选择专门为敏感肠胃设计的处方猫粮，也可以咨询兽医推荐合适的食品,卷卷是一只非常好奇且活泼的猫咪。他喜欢探索周围的环境，也非常喜欢与人互动，特别是喜欢被人抚摸和抱抱,0,,0,0,
72,16,2,210,阿奇,PetAdoptionImages/mx6an99f9sbvs1fo1t07d810mvlquy7fv82juh0slsweq8766lxlggwozcr7pnpb.jpg,3,山东省 / 济南市 / 历城区,由于我最近的工作调整，需要长期在国外工作，无法亲自照顾阿奇,阿奇的身体状况非常好，他定期接受全面的健康检查。最近的一次体检结果显示他没有任何健康问题。他的毛色鲜亮，眼神灵动，总是充满活力,2024-08-22 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗和猫杯状病毒疫苗,阿奇的短毛不需要复杂的护理，但为了保持其亮丽的外观，建议每天用软毛刷进行快速梳理。此外，阿奇的眼睛周围可能会有一些分泌物，需要用温水和干净的布定期清洁,,阿奇非常聪明且好奇，他喜欢探索周围的一切。他是一个活泼好动的猫咪，特别喜欢攀爬和跳跃，也喜欢玩各种互动游戏。他对人友好，喜欢与家人亲近，也很善于与其他宠物相处,0,,0,0,
73,15,2,211,乐乐,PetAdoptionImages/rrslkcd3caujvmwu16v98riyvw7jhb0t6nnrcn5z6ool2ewqa4qq6tbd5lmre5n4.jpg,2,广东省 / 佛山市 / 三水区,个人健康问题，无法继续照顾乐乐，希望为它找到一个可以给予更好照顾的新主人,乐乐非常健康，他经常进行常规的健康检查，并且从未出现过任何健康问题,2024-08-16 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗和猫杯状病毒疫苗,,乐乐对某些食物有过敏反应，特别是含有小麦的猫粮。因此，建议喂食无谷物的高品质猫粮，并且避免食用人类食物中的洋葱和大蒜等有害成分,乐乐非常友好且好奇心强，他喜欢探索新事物，也乐于与家人互动。他特别喜欢追逐玩具和攀爬，因此需要有足够的活动空间来满足他的活跃天性,1,乐乐适合那些寻求一个充满活力又不失亲人的猫咪的家庭。他需要一个充满刺激和活动的空间来满足他的好奇心,0,0,
74,15,2,212,橙宝,PetAdoptionImages/uobi5vjk91uv5vzh0tanxihqk3u5j8smhdnvh1qxtyxsmrlgf2dkyponqbebzolr.jpg,3,云南省 / 昆明市 / 官渡区,因工作调动，需要频繁出差，无法提供稳定的照料环境，希望为橙宝找到一个充满爱的新家,橙宝非常健康，他的毛色亮丽，眼睛明亮而清澈。他定期接受兽医检查，并且从未出现过任何健康问题,2024-08-04 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗、猫白血病病毒疫苗和猫杯状病毒疫苗,,橙宝对某些食物比较敏感，特别是含有玉米和大豆的猫粮。因此，建议喂食低敏配方的高品质猫粮，并且避免食用人类食物中的葱蒜类食物,橙宝性格温顺，好奇心强，他喜欢探索新事物，也乐于与家人互动。他特别喜欢追逐玩具和攀爬，因此需要有足够的活动空间来满足他的活跃天性。橙宝还喜欢安静地蜷缩在温暖的地方，享受阳光浴,1,橙宝适合那些寻求一个充满活力又不失亲人的猫咪的家庭,1,0,
75,6,3,301,霓虹泡泡,PetAdoptionImages/n8xj5dm3v5ixpl2jd7tn3y1qw6u208hg3gexd7vit0hf36ak92ckwvaqjrbqcm10.jpg,1,安徽省 / 合肥市 / 包河区,由于最近我的工作需要我频繁出差，这意味着我无法像之前那样定期照顾和维护鱼缸,霓虹泡泡非常健康，他的色彩鲜艳夺目，游动活跃。他从未表现出任何疾病迹象，并且在过去的饲养过程中一直保持着良好的状态,2024-08-21 16:00:00,无需接种,霓虹泡泡需要一个稳定的水环境，包括适当的水温和pH值。理想的水温应在22°C到26°C之间，pH值应在6.8到7.8之间,霓虹泡泡喜欢吃多种类型的饲料，包括高质量的鱼食片、冷冻红虫以及小型活饵如盐水虾,霓虹泡泡非常活跃且好奇心强，他喜欢在水草间穿梭，也会偶尔与其他鱼儿一起玩耍。他非常适应群居生活，但也可以单独饲养,0,霓虹泡泡适合那些寻求增添家中生动色彩的家庭。他需要一个有足够空间游泳的鱼缸，并且最好有水草和遮蔽物供他探索。如果你是初养者，霓虹泡泡也是个不错的选择，因为他相对容易照料,0,0,
76,4,3,302,波波,PetAdoptionImages/8yev7hpxytaoqd759zomxhdd368qsjy6txjltnrnm05bqmkr3a2lhgaul9t6iiuk.jpg,1,吉林省 / 长春市 / 宽城区,由于最近我的居住环境发生了变化，新的住所无法容纳大型鱼缸，这使得我无法继续为波波提供它所需要的宽敞生活空间,波波非常健康，他的体态优美，色彩斑斓，游动活跃,2024-08-05 16:00:00,无需接种,波波需要一个稳定的水环境，包括适当的水温和pH值。理想的水温应在23°C到28°C之间，pH值应在6.8到7.6之间,偶尔添加一些新鲜蔬菜如煮熟的菠菜叶或豌豆作为补充食物，可以帮助促进消化,波波非常活跃且好奇心强，他喜欢在水草间穿梭，也会偶尔与其他鱼儿一起玩耍。他非常适应群居生活，但也可以单独饲养,0,,1,0,
77,18,3,303,金金,PetAdoptionImages/8qz2ltv3s7hr6c0pb7ouf6rhs5fnvbgbmzbn158nxai2q2i3tdf03d44f2n6si6s.jpg,2,黑龙江省 / 哈尔滨市 / 香坊区,由于近期我的工作安排需要我频繁出差，我担心无法保证金金得到足够的日常照顾和稳定的环境,金金非常健康，它的鳞片明亮，游动活泼，没有显示出任何疾病的迹象,2024-08-02 16:00:00,无需接种,,金金喜欢吃多种类型的饲料，包括高质量的金鱼专用颗粒饲料和冻干的红虫。为了保持它的健康和活力，建议每日喂食2次，并确保每次喂食后几分钟内被吃完，避免过度喂食导致水质恶化,,0,金金是一条活泼可爱且充满好奇心的金鱼。它适合那些热爱鱼并且愿意投入时间和精力来维护水质的家庭,0,0,
78,9,3,304,小纹,PetAdoptionImages/o1tnz9qcl4xzpxkdlnqlbt3ji4uhayxydwhroyudfw346gzria8zv5xhvoqkopfe.jpg,1,北京市 / 北京市 / 西城区,由于家庭成员对鱼类鳞片产生了轻微过敏反应，不得不做出艰难决定，将小纹转让给一个能够给予它足够关爱的新家,小纹身体健康，没有遗传疾病史，也没有任何慢性病,2024-08-29 16:00:00,无需接种,,小纹偏好高质量的鱼食颗粒，偶尔也会吃一些新鲜的蔬菜碎片，如切成小块的菠菜或豌豆,小纹非常活跃，喜欢在水中快速游动。它也很好奇，经常探索鱼缸内的装饰物和其他环境,0,小纹喜欢与其他斑马鱼一起游泳，所以如果有条件的话，最好让它有一个或多个同伴,1,0,
79,20,3,308,墨墨,PetAdoptionImages/d6m10y1b8fn45uw4xyayz5tyn9bhoidi9vigncdh56txplnlw6qu2gh5c3ttpo8f.jpg,2,上海市 / 上海市 / 杨浦区,由于家中即将迎来新生儿，需要更多的时间和精力照顾孩子，因此不得不做出艰难的决定，寻找一个能给墨墨更多关注的新家,墨墨身体健康，无任何慢性疾病，也没有遗传性疾病史,2024-08-07 16:00:00,无需接种,,墨墨偏爱高质量的鱼食颗粒，偶尔也会食用新鲜的水生植物，如水草。为了保证营养均衡，建议每日喂食两到三次，每次少量,墨墨非常活跃，喜欢在水中自由游动。它对周围的环境十分好奇，经常探索鱼缸内的每一个角落,0,墨墨非常适合有一定养鱼经验的人士饲养。它不仅外表美丽，而且性格温和，能够与其他温和的热带鱼和谐相处,0,0,
80,16,3,309,飘逸,PetAdoptionImages/bwpcv04rn1d7gc2w9gtir32o8kii1lygz8abgv73c7rdkn8bwu0yhau6nsvcozok.jpg,1,广东省 / 广州市 / 荔湾区,因为近期家中进行了装修，室内环境发生了较大变化，包括光照条件和室内温度等，这可能对飘逸的健康造成潜在影响,飘逸身体健康，没有发现任何异常症状,2024-08-28 16:00:00,无需接种,为了保持飘逸的最佳状态，它需要生活在稳定的水质环境中，理想的水温应该在24-28°C之间，pH值保持在6.5-7.5,,飘逸还表现出一定的社交性，喜欢与同类或其他温和的鱼种一起游泳。它也表现出了领地意识，但一般不会过于攻击性,0,飘逸非常适合有一定养鱼经验的人士饲养。它不仅外表美丽，而且性格温和，能够与其他温和的热带鱼和谐相处,0,0,
81,17,3,311,如意,PetAdoptionImages/1odr7m3fya8j4iu5w5tg9xn9buddsm8rf0mg5hvheku61pfogehzfha82758yn3b.jpg,3,广东省 / 深圳市 / 盐田区,由于最近搬入了一个新的住所，新的住宅虽然舒适但并没有足够的室外空间来安置如意所在的鱼池,如意身体健康，活泼好动，没有出现任何疾病迹象。它的鳞片色泽鲜艳，身体形态匀称,2024-08-27 16:00:00,无需接种,为了保持如意的最佳状态，它需要生活在稳定且清洁的水中，理想的水温应该在18-25°C之间，pH值保持在7.0-8.0,如意偏爱高质量的锦鲤专用饲料，偶尔也会食用新鲜的蔬菜，如切成细丝的小白菜或菠菜,,0,虽然锦鲤不像猫狗那样需要频繁的互动，但它们可以通过观察和投喂与主人建立联系。定期观察如意的行为和健康状况，有助于及时发现潜在的问题,1,1,
82,14,4,402,小灵,PetAdoptionImages/lwldxv8i89u9fo6verb8hailuvkeyu74h2ci22zjp8fyxm7f5gbw26fjsi15npzd.jpg,3,四川省 / 成都市 / 武侯区,由于主人即将出国进修，无法带着小灵同行，因此希望能找到一位负责任的新主人，给小灵一个温暖的新家,小灵身体健康，羽毛光亮，活力充沛,2024-08-11 16:00:00,无需接种,小灵需要定期修剪翅膀上的羽毛以维持其飞行能力的同时保证安全。此外，还需要每周进行一次羽毛清洁和梳理，以保持羽毛的干净和美观,小灵喜欢吃富含营养的种子混合物，特别是含有向日葵籽、小米和草籽的混合饲料,小灵性格温顺，喜欢与人互动，常常会在主人的手指上停留。它喜欢唱歌，特别是在清晨和傍晚。小灵还非常喜欢玩耍，特别是与小铃铛或者羽毛玩具,0,小灵已经习惯了每天定时放飞一段时间，这对于它的身体和心理健康都非常重要。如果有条件的话，最好能有一个室外的飞行区域，让它能在主人的监督下自由飞翔,1,0,
83,9,4,403,小黄,PetAdoptionImages/1v91np89bbe4gti6v7j0znu7u6obzewk8fu2ko2v4u19be4vg1vahalt1bw0fef3.jpg,1,重庆市 / 重庆市 / 渝北区,因为主人即将搬到没有阳台的新公寓，无法继续为小黄提供足够的户外时间，希望为它找到一个可以提供更适宜生活环境的新家,小黄身体健康，羽毛色泽鲜艳，活力十足,2024-08-21 16:00:00,无需接种,小黄需要定期剪指甲和清洁水浴，以保持爪子和羽毛的卫生。同时，它需要一个足够宽敞的笼子，以便于飞翔和锻炼,,小黄性格活泼开朗，喜欢鸣唱，尤其是清晨和傍晚最为活跃。它非常好奇，对周围环境的变化很敏感,0,小黄喜欢听音乐，播放轻柔的古典乐有助于它放松心情。此外，为了保持羽毛的亮丽，建议每隔几天为它更换一次清洁的水浴盆,1,0,
84,17,4,404,彩彩,PetAdoptionImages/emyjq4zlzrjs30ry3ts8i37f316sjp86e13rkmhaeq6wx9eguying0akufzi2cmj.jpg,2,重庆市 / 重庆市 / 渝北区,由于主人工作变动，需要长期出差，无法保证彩彩得到充分的照顾和陪伴时间,彩彩身体健康，羽毛光泽良好，活泼好动，没有明显的健康问题,2024-08-21 16:00:00,无需接种,,彩彩的饮食应以高质量的鹦鹉专用混合饲料为主，辅以适量的新鲜水果和蔬菜。避免喂食含糖量高的食物，如糖果或巧克力，以免引起健康问题。彩彩也喜欢尝试一些坚果，但这些应适量给予,彩彩非常聪明，能够学会许多小技巧，比如捡起物品或是打开笼门,0,彩彩是一只非常友善的玄凤鹦鹉，它喜欢与人建立亲密的关系。它需要一个充满爱和耐心的新家，每天都有一定的时间让它出笼活动和玩耍,1,1,
